time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010446919691	8.6999	-7.35838	-3.14035	2.20186	0.162203	radar	3.8843	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
1477010446969739	8.77041	-7.50757	-3.15849	2.17769	0.113844	lidar	0.176303	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
1477010447024687	8.81816	-7.6218	-2.6903	2.14229	0.0206467	radar	5.60153	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
1477010447079636	8.88159	-7.75427	-2.69147	2.1256	-0.00563258	lidar	0.083266	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
1477010447129681	8.95889	-7.87927	-2.81281	2.12935	0.00832888	radar	0.412803	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
1477010447179726	9.0081	-8.01798	-2.82617	2.0976	-0.038965	lidar	0.192564	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
1477010447234713	9.03373	-8.12149	-2.43737	2.05318	-0.129012	radar	4.05482	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
1477010447289701	9.08422	-8.24466	-2.43829	2.03467	-0.145523	lidar	0.0394488	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
1477010447339681	9.16379	-8.37893	-2.7081	2.0488	-0.0943768	radar	1.81894	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
1477010447389662	9.19985	-8.52066	-2.73014	2.00952	-0.144412	lidar	0.20972	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
1477010447444637	9.22936	-8.64037	-2.46638	1.96358	-0.224968	radar	1.91516	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
1477010447499613	9.26944	-8.7699	-2.46943	1.93982	-0.241271	lidar	0.0359307	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
1477010447549622	9.41824	-8.96024	-3.43497	2.05345	0.0356768	radar	25.3586	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
1477010447599631	9.47743	-9.12945	-3.45848	2.02848	-0.00309257	lidar	0.111618	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
1477010447649652	9.49702	-9.25033	-2.99498	1.96897	-0.135196	radar	5.80358	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
1477010447699673	9.55445	-9.37865	-2.97887	1.96786	-0.126718	lidar	0.0490489	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
1477010447749669	9.58142	-9.49663	-2.762	1.933	-0.18928	radar	1.46985	9.47534	-9.42627	9.55	-9.5	0	-3.00023
1477010447799666	9.60209	-9.64204	-2.78162	1.89291	-0.233467	lidar	0.203242	9.54779	-9.64959	9.55	-9.65	0	-3.0002
1477010447849716	9.66584	-9.79098	-2.9624	1.90443	-0.179253	radar	1.01709	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
1477010447899766	9.69287	-9.93941	-2.97222	1.87455	-0.209366	lidar	0.137529	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
1477010447954720	9.6992	-10.0681	-2.67336	1.81588	-0.314963	radar	2.7324	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
1477010448009675	9.74271	-10.1894	-2.63527	1.81648	-0.288806	lidar	0.154399	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
1477010448059664	9.78418	-10.3268	-2.69089	1.81079	-0.271469	radar	0.543612	9.92627	-10.4745	9.75	-10.3	0	-3.00065
1477010448109654	9.79504	-10.4682	-2.70947	1.77571	-0.302427	lidar	0.107887	9.75524	-10.4732	9.75	-10.45	0	-3.00063
1477010448164710	9.83695	-10.6215	-2.85578	1.78415	-0.242876	radar	1.06016	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
1477010448219767	9.86525	-10.7703	-2.84714	1.76993	-0.24395	lidar	0.0284944	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
1477010448274697	9.869	-10.9056	-2.63978	1.71935	-0.328143	radar	1.32033	9.88465	-10.9383	9.85	-10.9	0	-2.73074
1477010448329628	9.87271	-11.0524	-2.64773	1.68611	-0.349761	lidar	0.0877398	9.83614	-11.041	9.85	-11.05	0	-2.73073
1477010448379634	9.89163	-11.1881	-2.71088	1.67955	-0.323175	radar	0.171204	9.83952	-11.1692	9.85	-11.2	0	-2.99965
1477010448429641	9.88309	-11.3363	-2.74208	1.63963	-0.357014	lidar	0.113538	9.84568	-11.3496	9.85	-11.35	0	-2.99961
1477010448479667	9.89595	-11.4807	-2.79828	1.63041	-0.335719	radar	0.143452	9.87961	-11.5637	9.85	-11.5	0	-2.99843
1477010448529693	9.87935	-11.6306	-2.82611	1.58983	-0.369356	lidar	0.147115	9.83206	-11.6307	9.85	-11.65	0	-2.99843
1477010448579678	9.80782	-11.7346	-2.3685	1.44424	-0.655487	radar	9.91567	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
1477010448629664	9.77844	-11.8537	-2.37937	1.4002	-0.67114	lidar	0.0555722	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
1477010448679644	9.77001	-11.9776	-2.47331	1.39877	-0.597093	radar	0.635434	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
1477010448729625	9.71278	-12.1211	-2.54389	1.3344	-0.644662	lidar	0.309492	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
1477010448779630	9.65392	-12.2371	-2.42774	1.24319	-0.776309	radar	1.6974	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
1477010448829636	9.59308	-12.3564	-2.45749	1.1867	-0.800126	lidar	0.126039	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
1477010448879685	9.48755	-12.4469	-2.30258	1.0318	-1.04782	radar	4.10301	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805
1477010448929734	9.40507	-12.5515	-2.34473	0.961767	-1.07078	lidar	0.126207	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
1477010448984693	9.35304	-12.6609	-2.36382	0.954686	-0.958955	radar	0.675229	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953
1477010449039652	9.25857	-12.7688	-2.39805	0.889594	-0.974166	lidar	0.0893712	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
1477010449089745	9.09702	-12.83	-2.33016	0.651224	-1.39583	radar	10.4387	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629
1477010449139839	8.94617	-12.9254	-2.48721	0.55024	-1.4305	lidar	0.809566	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
1477010449194745	8.82522	-12.9905	-2.4872	0.472786	-1.42381	radar	0.114523	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651
1477010449249651	8.69035	-13.05	-2.51482	0.389655	-1.42797	lidar	0.0466577	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
1477010449299701	8.55924	-13.0933	-2.56353	0.298794	-1.47398	radar	0.194929	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005
1477010449349751	8.40968	-13.14	-2.64177	0.224279	-1.46734	lidar	0.201098	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
1477010449404748	8.2342	-13.1535	-2.78572	0.0913253	-1.59358	radar	1.17513	8.22926	-13.1698	8.2	-13.15	-2.72741	0
1477010449459745	8.06834	-13.1632	-2.81996	0.00269492	-1.5912	lidar	0.0717059	8.03583	-13.1513	8.05	-13.15	-2.72742	0
1477010449514693	7.93132	-13.1626	-2.70167	-0.0608646	-1.52301	radar	0.753582	7.82914	-13.0525	7.9	-13.15	-2.72986	0
1477010449569641	7.77669	-13.1539	-2.7235	-0.139935	-1.51466	lidar	0.0173171	7.76538	-13.1647	7.75	-13.15	-2.72986	0
1477010449619676	7.72381	-13.1873	-2.15129	-0.108434	-1.23135	radar	11.0739	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304
1477010449669711	7.55721	-13.2064	-2.30559	-0.133035	-1.16609	lidar	0.982834	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
1477010449724687	7.42323	-13.1837	-2.3209	-0.196589	-1.16054	radar	0.474635	7.21108	-13.0985	7.3	-13.25	-2.72846	0
1477010449779664	7.24634	-13.1873	-2.4501	-0.219822	-1.09578	lidar	0.720023	7.16011	-13.2382	7.15	-13.25	-2.72844	0
1477010449829700	7.09145	-13.1186	-2.73455	-0.333537	-1.23661	radar	3.42732	6.88472	-12.9588	7	-13.2	-2.99784	0.999284
1477010449879736	6.91879	-13.099	-2.83808	-0.355909	-1.17619	lidar	0.532323	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
1477010449934724	6.77982	-13.06	-2.76714	-0.398043	-1.13038	radar	0.497209	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275
1477010449989712	6.60574	-13.0223	-2.84204	-0.424885	-1.07801	lidar	0.321818	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
1477010450044722	6.49263	-13.0177	-2.41622	-0.401597	-0.881459	radar	6.00898	6.40137	-13.0799	6.4	-13.05	-2.72678	0
1477010450099732	6.32407	-12.9951	-2.50795	-0.402279	-0.812211	lidar	0.536431	6.26174	-13.0534	6.25	-13.05	-2.72678	0
1477010450154684	6.19434	-12.9469	-2.49535	-0.43586	-0.791844	radar	0.0933281	6.10143	-13.0076	6.1	-13	-2.72966	0.909888
1477010450209637	6.01936	-12.9137	-2.59512	-0.431759	-0.723077	lidar	0.544125	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
1477010450259674	5.87472	-12.7878	-3.08348	-0.568057	-0.959848	radar	8.50839	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
1477010450309711	5.70949	-12.7192	-3.154	-0.583176	-0.911821	lidar	0.274872	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
1477010450364717	5.58712	-12.6799	-2.71835	-0.560369	-0.735087	radar	6.02248	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
1477010450419723	5.44852	-12.6131	-2.73733	-0.582748	-0.709945	lidar	0.101603	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
1477010450474743	5.3097	-12.4964	-2.98215	-0.656471	-0.794245	radar	1.69814	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
1477010450529764	5.15596	-12.4158	-3.01665	-0.669434	-0.750594	lidar	0.229215	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
1477010450584712	5.03482	-12.3318	-2.88455	-0.690957	-0.705062	radar	0.486492	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
1477010450639660	4.9189	-12.233	-2.87466	-0.730404	-0.706762	lidar	0.0220196	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
1477010450689678	4.8079	-12.122	-2.94576	-0.774807	-0.725397	radar	0.378456	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
1477010450739696	4.72102	-12.0239	-2.91246	-0.819211	-0.739241	lidar	0.183371	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
1477010450794748	4.61522	-11.8971	-2.97902	-0.869549	-0.760187	radar	0.181824	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
1477010450849800	4.56482	-11.7545	-2.91521	-0.960881	-0.834861	lidar	0.473701	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
1477010450904754	4.5195	-11.6576	-2.49929	-1.01369	-0.828545	radar	3.44566	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
1477010450959709	4.48481	-11.5391	-2.45518	-1.08909	-0.87469	lidar	0.330414	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
1477010451009669	4.34365	-11.3447	-3.42432	-1.09642	-0.830318	radar	19.834	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
1477010451059629	4.33534	-11.17	-3.38997	-1.2071	-0.934907	lidar	0.840848	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
1477010451114691	4.36579	-11.0562	-2.62393	-1.33127	-1.05699	radar	12.668	4.43713	-11.024	4.45	-11.05	0	1.81614
1477010451169754	4.37801	-10.9097	-2.60629	-1.43104	-1.12034	lidar	0.38868	4.45136	-10.93	4.45	-10.95	0	1.81612
1477010451224789	4.35719	-10.7613	-2.69356	-1.48383	-1.10105	radar	0.267851	4.44745	-10.786	4.45	-10.8	0	2.72555
1477010451279824	4.38578	-10.6127	-2.68902	-1.58025	-1.15462	lidar	0.393513	4.45788	-10.6457	4.45	-10.65	0	2.72554
1477010451334789	4.38713	-10.4661	-2.739	-1.63236	-1.13149	radar	0.296623	4.46329	-10.5756	4.45	-10.5	0	2.729
1477010451389755	4.41376	-10.3189	-2.7391	-1.70612	-1.14862	lidar	0.0638795	4.44057	-10.3382	4.45	-10.35	0	2.72898
1477010451444763	4.44117	-10.172	-2.75729	-1.76822	-1.14367	radar	0.126307	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
1477010451499772	4.50029	-10.0238	-2.77636	-1.85464	-1.1773	lidar	0.17503	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
1477010451554732	4.53105	-9.87405	-2.86131	-1.88297	-1.09927	radar	0.690209	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927
1477010451609692	4.60096	-9.72779	-2.87678	-1.95853	-1.12043	lidar	0.107587	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
1477010451664722	4.61867	-9.55802	-3.02404	-1.93351	-0.937621	radar	2.11612	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578
1477010451719753	4.69919	-9.41226	-3.03069	-2.00007	-0.958214	lidar	0.251862	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
1477010451774708	4.78646	-9.27205	-3.01389	-2.07107	-0.992804	radar	0.348638	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952
1477010451829663	4.89606	-9.12516	-3.06271	-2.14504	-1.01849	lidar	0.18711	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
1477010451879669	4.98531	-8.99974	-3.0583	-2.20244	-1.03498	radar	0.0447993	4.95209	-8.96272	5	-9.05	0.999884	1.99977
1477010451929676	5.06105	-8.89857	-2.98993	-2.24607	-1.02578	lidar	0.192995	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
1477010451984680	5.13183	-8.76765	-2.98857	-2.23826	-0.870872	radar	1.49395	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708
1477010452039685	5.24737	-8.63756	-3.01678	-2.29134	-0.876744	lidar	0.0311423	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
1477010452089696	5.35442	-8.53063	-3.01519	-2.34382	-0.89634	radar	0.0409169	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957
1477010452139708	5.45796	-8.42732	-3.00371	-2.3869	-0.894466	lidar	0.00560276	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
1477010452194711	5.5438	-8.31499	-2.94262	-2.37832	-0.748721	radar	1.35952	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807
1477010452249714	5.6226	-8.2268	-2.82059	-2.40851	-0.739432	lidar	0.492043	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808
1477010452304738	5.70096	-8.1032	-2.78871	-2.37457	-0.553214	radar	2.0787	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608
1477010452359763	5.8283	-7.98431	-2.84723	-2.4054	-0.551847	lidar	0.0921104	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606
1477010452414768	5.93042	-7.86835	-2.8411	-2.39937	-0.45938	radar	0.476293	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801
1477010452469773	6.05346	-7.75571	-2.87107	-2.42334	-0.456983	lidar	0.0296185	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801
1477010452524779	6.1509	-7.64067	-2.84171	-2.4033	-0.342597	radar	0.714512	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798
1477010452579785	6.26351	-7.53966	-2.82886	-2.42199	-0.342725	lidar	0.00434104	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798
1477010452634722	6.37186	-7.43421	-2.81389	-2.42118	-0.291126	radar	0.170287	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027
1477010452689660	6.47505	-7.34551	-2.76407	-2.43789	-0.293228	lidar	0.0629696	6.452	-7.36418	6.45	-7.35	1.82025	1.82025
1477010452739683	6.60447	-7.26392	-2.82113	-2.5045	-0.43543	radar	1.82567	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908
1477010452789706	6.73205	-7.16824	-2.87294	-2.52455	-0.431718	lidar	0.0738364	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908
1477010452844772	6.78556	-7.04787	-2.65725	-2.42237	-0.115856	radar	6.31861	6.68682	-6.93297	6.8	-7.05	0.908005	1.816
1477010452899838	6.88752	-6.95378	-2.63734	-2.42706	-0.11481	lidar	0.0352637	6.86356	-6.94732	6.85	-6.95	0.908	1.81601
1477010452954812	7.02643	-6.88243	-2.68326	-2.50037	-0.282882	radar	1.8458	7.08741	-6.92602	7	-6.85	2.72856	1.81904
1477010453009787	7.15249	-6.78149	-2.72296	-2.51078	-0.275102	lidar	0.0609903	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902
1477010453064726	7.23409	-6.67525	-2.59385	-2.44665	-0.0716624	radar	2.65983	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202
1477010453119666	7.34859	-6.57606	-2.61919	-2.44756	-0.0667636	lidar	0.0196402	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018
1477010453169672	7.51682	-6.53767	-2.786	-2.6045	-0.454314	radar	9.72078	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884
1477010453219678	7.64212	-6.46469	-2.80251	-2.62718	-0.453524	lidar	0.0129151	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884
1477010453274711	7.75494	-6.38675	-2.71904	-2.62677	-0.391885	radar	0.389091	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549
